timestamp,epoch,temperature,humidity,light,voltage,sensor_id,is_anomaly,anomaly_score
2004-03-16 20:30:00,51308.75,23.686675,35.684525,117.75999999999999,2.47467,2,0,0.24523295201749074
2004-03-24 05:50:00,36112.2,122.15299999999999,35.424,4.4159999999999995,2.23278,2,0,0.0897221103725081
2004-03-04 22:45:00,17020.0,20.6058,38.3946,114.08,2.59354,6,0,0.2731191709980559
2004-03-12 13:35:00,38958.333333333336,21.837333333333333,44.37146666666666,1081.92,2.483295,6,0,0.14938038513337792
2004-03-29 14:30:00,51552.5,122.153,-3.91901,566.72,2.14412,2,0,0.12292975562365138
2004-03-10 14:10:00,33266.665529010235,23.76079795221843,31.444687030716718,328.1270534698521,2.5723126962457337,4,0,0.22707707247036002
2004-03-11 13:15:00,36039.0,22.999672727272728,33.21717272727273,486.42909090909086,2.540108181818182,1,0,0.23141606483490473
2004-03-08 00:30:00,25868.333333333332,22.299566666666667,40.477866666666664,114.08,2.58226,6,0,0.2842596834494995
2004-03-07 11:35:00,24318.333333333332,26.21031111111111,34.478033333333336,478.3999999999999,2.659368888888889,3,0,0.20580934603486917
2004-03-24 21:10:00,37951.0,21.801333333333332,-3.91901,5.52,2.16759,6,0,0.09818482673808637
2004-03-09 10:35:00,29958.0,21.9988,40.813971428571435,441.6,2.5951642857142856,3,0,0.24986840944773175
2004-03-31 02:45:00,55902.444444444445,122.15299999999999,-3.91901,114.08,2.110261111111111,7,0,0.17033014227569754
2004-03-08 08:00:00,26769.25,23.4919,38.5353625,861.12,2.58508,6,0,0.18145309342793364
2004-02-28 12:35:00,1399.5,22.743180000000002,34.44558,401.856,2.719424,7,0,0.21694294365852385
2004-03-12 07:00:00,38167.875,19.9688,42.612049999999996,79.58,2.513955,7,0,0.265349040929883
2004-03-03 07:00:00,12249.4,19.5278,29.67328,36.064,2.646734,3,0,0.1918277765637021
2004-03-26 11:15:00,42523.0,122.153,-3.91901,596.16,2.1889033333333336,2,0,0.12660277464631808
2004-03-02 18:30:00,10735.954545454546,21.6544,30.42203181818182,18.901818181818182,2.6813700000000003,1,0,0.209096107970821
2004-03-11 04:15:00,34958.95540438398,21.88685925925926,34.594529251700685,405.75129251700685,2.5536137414965987,3,0,0.24734614338830546
2004-03-14 03:35:00,43517.75,20.51025,42.107600000000005,14.72,2.5033575,1,0,0.267274933323008
2004-03-21 04:25:00,63779.5,20.1403,45.3083,0.46,2.38522,7,0,0.23464544962965417
2004-03-13 09:50:00,41388.77777777778,23.747244444444444,38.40597777777778,279.68,2.53812,7,0,0.2561241039503502
2004-03-01 02:50:00,5988.75,18.622525,44.162825,97.52,2.6063449999999997,4,0,0.2469383987884109
2004-03-27 22:50:00,46793.5,122.153,-3.91901,45.080000000000005,2.1997,3,0,0.21137296967166563
2004-03-11 09:25:00,35582.476109215015,22.552003071672353,32.89292525597269,537.1292832764505,2.549200784982935,1,0,0.2157457749554786
2004-03-02 01:15:00,8679.375,19.193375,41.3602875,6.9,2.63672,2,0,0.24804273282612604
2004-03-03 23:30:00,14229.0,21.4241,35.14355,101.2,2.6318533333333334,4,0,0.26449186998034224
2004-03-15 17:10:00,48030.67025862069,23.098928448275863,38.86964008620689,739.4896551724138,2.441935646551724,6,0,0.17848014073107543
2004-03-14 04:15:00,7123.522935779816,122.153,-4.0,17.631926605504585,2.1364,8,0,0.13122770286407415
2004-03-17 14:15:00,53439.2,21.91508,39.62672,276.736,2.4644,1,0,0.26269592653162904
2004-03-29 09:50:00,50992.0,1.4027,-1.01833,1773.76,1.9913525,6,1,-0.07065568157112267
2004-03-19 18:35:00,59718.375,22.391849999999998,44.2125625,135.24,2.4057524999999997,2,0,0.2560016724408584
2004-03-23 09:55:00,33722.4,98.0686,-3.91901,805.184,2.1997,6,0,0.05503661582141317
2004-03-08 17:25:00,27898.375,21.9631,43.214974999999995,173.88,2.579465,4,0,0.270418859241101
2004-03-18 17:40:00,56733.0,21.5172,44.6475,101.2,2.44412,7,0,0.2644280947835344
2004-03-13 03:30:00,4153.944444444444,92.43167592592593,24.016050925925928,1.38,2.317491944444445,8,0,0.04347038476668874
